Iteracion,Temperatura,Calidad,Fase
223600,0.008213,4472.158203,0
223700,0.007556,4472.158203,0
223800,0.006951,4472.158203,0
223900,0.006395,4472.158203,0
224000,0.005884,4472.158203,0
224100,0.005413,4472.158203,0
224200,0.004980,4472.158203,0
224300,0.004581,4472.158203,0
224400,0.004215,4472.158203,0
224500,0.003878,4472.158203,0
224600,0.003567,4472.158203,0
224700,0.003282,4472.158203,0
224800,0.003020,4472.158203,0
224900,0.002778,4472.158203,0
225000,0.002778,4472.158203,0
225100,0.002556,4472.158203,0
225200,0.002351,4472.158203,0
225300,0.002163,4472.158203,0
225400,0.001990,4472.158203,0
225500,0.001831,4472.158203,0
225600,0.001684,4472.158203,0
225700,0.001550,4472.158203,0
225800,0.001426,4472.158203,0
225900,0.001312,4472.158203,0
226000,0.001207,4472.158203,0
226100,0.001110,4472.158203,0
226200,0.001021,4472.158203,0
226300,0.000940,4472.158203,0
226400,0.000864,4472.158203,0
226500,0.000864,4472.158203,0
226600,0.000795,4472.158203,0
226700,0.000732,4472.158203,0
226800,0.000673,4472.158203,0
226900,0.000619,4472.158203,0
227000,0.000570,4472.158203,0
227100,0.000524,4472.158203,0
227200,0.000482,4472.158203,0
227300,0.000444,4472.158203,0
227400,0.000408,4472.158203,0
227500,0.000376,4472.158203,0
227600,0.000345,4472.158203,0
227700,0.000318,4472.158203,0
227800,0.000292,4472.158203,0
227900,0.000269,4472.158203,0
228000,0.000269,4472.158203,0
228100,0.000247,4472.158203,0
228200,0.000228,4472.158203,0
228300,0.000209,4472.158203,0
228400,0.000193,4472.158203,0
228500,0.000177,4472.158203,0
228600,0.000163,4472.158203,0
228700,0.000150,4472.158203,0
228800,0.000138,4472.158203,0
228900,0.000127,4472.158203,0
229000,0.000117,4472.158203,0
229100,0.000108,4472.158203,0
229200,0.000099,4472.158203,0
229300,0.000091,4472.158203,0
229400,0.000084,4472.158203,0
229500,0.000077,4472.158203,0
229600,0.000077,4472.158203,0
229700,0.000071,4472.158203,0
229800,0.000065,4472.158203,0
229900,0.000060,4472.158203,0
230000,0.000055,4472.158203,0
230100,0.000051,4472.158203,0
230200,0.000047,4472.158203,0
230300,0.000043,4472.158203,0
230400,0.000040,4472.158203,0
230500,0.000036,4472.158203,0
230600,0.000033,4472.158203,0
230700,0.000031,4472.158203,0
230800,0.000028,4472.158203,0
230900,0.000026,4472.158203,0
231000,0.000024,4472.158203,0
231100,0.000024,4472.158203,0
231200,0.000022,4472.158203,0
231300,0.000020,4472.158203,0
231400,0.000019,4472.158203,0
231500,0.000017,4472.158203,0
231600,0.000016,4472.158203,0
231700,0.000015,4472.158203,0
231800,0.000013,4472.158203,0
231900,0.000012,4472.158203,0
232000,0.000011,4472.158203,0
232100,0.000010,4472.158203,0
232200,0.000010,4472.158203,0
232300,0.000009,4472.158203,0
232400,0.000008,4472.158203,0
232500,0.000007,4472.158203,0
232600,0.000007,4472.158203,0
232700,0.000007,4472.158203,0
232800,0.000006,4472.158203,0
232900,0.000006,4472.158203,0
233000,0.000005,4472.158203,0
233100,0.000005,4472.158203,0
233200,0.000005,4472.158203,0
233300,0.000004,4472.158203,0
233400,0.000004,4472.158203,0
233500,0.000004,4472.158203,0
233600,0.000003,4472.158203,0
233700,0.000003,4472.158203,0
233800,0.000003,4472.158203,0
233900,0.000003,4472.158203,0
234000,0.000002,4472.158203,0
234100,0.000002,4472.158203,0
234200,0.000002,4472.158203,0
234300,0.000002,4472.158203,0
234400,0.000002,4472.158203,0
234500,0.000002,4472.158203,0
234600,0.000002,4472.158203,0
234700,0.000001,4472.158203,0
234800,0.000001,4472.158203,0
234900,0.000001,4472.158203,0
235000,0.000001,4472.158203,0
235100,0.000001,4472.158203,0
235200,0.000001,4472.158203,0
235300,0.000001,4472.158203,0
235400,0.000001,4472.158203,0
235500,0.000001,4472.158203,0
235600,0.000001,4472.158203,0
235700,0.000001,4472.158203,0
235800,0.000001,4472.158203,0
235900,0.000001,4472.158203,0
236000,0.000001,4472.158203,0
236100,0.000000,4472.158203,0
236200,0.000000,4472.158203,0
236300,0.000000,4472.158203,0
236400,0.000000,4472.158203,0
236500,0.000000,4472.158203,0
236600,0.000000,4472.158203,0
236700,0.000000,4472.158203,0
236800,0.000000,4472.158203,0
236900,0.000000,4472.158203,0
237000,0.000000,4472.158203,0
237100,0.000000,4472.158203,0
237200,0.000000,4472.158203,0
237300,0.000000,4472.158203,0
237400,0.000000,4472.158203,0
237500,0.000000,4472.158203,0
237600,0.000000,4472.158203,0
237700,0.000000,4472.158203,0
237800,0.000000,4472.158203,0
237900,0.000000,4472.158203,0
238000,0.000000,4472.158203,0
238100,0.000000,4472.158203,0
238200,0.000000,4472.158203,0
238300,0.000000,4472.158203,0
238400,0.000000,4472.158203,0
238500,0.000000,4472.158203,0
238600,0.000000,4472.158203,0
238700,0.000000,4472.158203,0
238800,0.000000,4472.158203,0
238900,0.000000,4472.158203,0
239000,0.000000,4472.158203,0
239100,0.000000,4472.158203,0
239200,0.000000,4472.158203,0
239300,0.000000,4472.158203,0
239400,0.000000,4472.158203,0
239500,0.000000,4472.158203,0
239600,0.000000,4472.158203,0
239700,0.000000,4472.158203,0
239800,0.000000,4472.158203,0
239900,0.000000,4472.158203,0
240000,0.000000,4472.158203,0
240100,0.000000,4472.158203,0
240200,0.000000,4472.158203,0
240300,0.000000,4472.158203,0
240400,0.000000,4472.158203,0
240500,0.000000,4472.158203,0
240600,0.000000,4472.158203,0
240700,0.000000,4472.158203,0
240800,0.000000,4472.158203,0
240900,0.000000,4472.158203,0
241000,0.000000,3256.982422,1
241100,154.000000,3675.560547,0
241200,141.680008,3370.026855,0
241300,130.345612,3028.112549,0
241400,119.917961,3028.112549,0
241500,110.324524,2977.846680,0
241600,101.498566,3451.792236,0
241700,93.378685,3451.792236,0
241800,85.908394,3471.909912,0
241900,85.908394,3451.792236,0
242000,79.035721,3248.141602,0
242100,72.712868,3471.909668,0
242200,66.895836,3012.160156,0
242300,61.544170,3012.160156,0
242400,56.620636,3506.223145,0
242500,52.090984,3235.928223,0
242600,47.923706,3282.455078,0
242700,44.089809,3282.455078,0
242800,40.562626,3012.160156,0
242900,37.317616,3282.455078,0
243000,34.332207,3282.455078,0
243100,31.585630,3486.105469,0
243200,29.058781,3486.105469,0
243300,26.734079,3282.455078,0
243400,24.595354,3486.105469,0
243500,24.595354,3506.223145,0
243600,22.627726,3506.223145,0
243700,20.817509,3486.105469,0
243800,19.152109,3486.105469,0
243900,17.619940,3012.160156,0
244000,16.210344,3486.105469,0
244100,14.913517,3486.105469,0
244200,13.720436,3709.873779,0
244300,12.622802,3486.105469,0
244400,11.612978,3506.223145,0
244500,10.683940,3709.873535,0
244600,9.829225,3282.455078,0
244700,9.042887,3486.105469,0
244800,8.319456,3506.223145,0
244900,7.653900,3248.141602,0
245000,7.653900,3201.615234,0
245100,7.041588,3201.615234,0
245200,6.478261,3201.615234,0
245300,5.960000,3675.560547,0
245400,5.483200,3471.909668,0
245500,5.044544,3248.141602,0
245600,4.640981,3471.909912,0
245700,4.269702,3451.792236,0
245800,3.928126,3471.909668,0
245900,3.613876,3248.141602,0
246000,3.324766,3248.141602,0
246100,3.058785,3471.909912,0
246200,2.814082,3451.792236,0
246300,2.588956,2977.846680,0
246400,2.381840,3451.792236,0
246500,2.381840,3471.909668,0
246600,2.191292,2977.846680,0
246700,2.015989,3201.615234,0
246800,1.854710,3201.614990,0
246900,1.706333,2977.846680,0
247000,1.569826,3471.909912,0
247100,1.444240,2977.846680,0
247200,1.328701,3471.909668,0
247300,1.222405,3498.377930,0
247400,1.124613,3471.909668,0
247500,1.034644,3248.141602,0
247600,0.951872,2977.846680,0
247700,0.875722,3451.791992,0
247800,0.805665,3248.141602,0
247900,0.741211,3248.141602,0
248000,0.681915,3451.791992,0
248100,0.681915,2977.846680,0
248200,0.627361,3471.909668,0
248300,0.577173,3471.909912,0
248400,0.530999,3248.141602,0
248500,0.488519,3201.614990,0
248600,0.449437,3201.615234,0
248700,0.413482,3248.141602,0
248800,0.380404,2977.846680,0
248900,0.349971,3471.909912,0
249000,0.321974,3451.792236,0
249100,0.296216,3471.909912,0
249200,0.272519,3248.141602,0
249300,0.250717,3471.909912,0
249400,0.230660,3471.909668,0
249500,0.212207,3201.614990,0
249600,0.212207,3471.909912,0
249700,0.195230,3471.909912,0
249800,0.179612,2977.846680,0
249900,0.165243,2977.846680,0
250000,0.152024,3201.615234,0
250100,0.139862,3451.792236,0
250200,0.128673,3471.909912,0
250300,0.118379,2977.846680,0
250400,0.108909,3451.792236,0
250500,0.100196,3451.792236,0
250600,0.092180,2977.846680,0
250700,0.084806,3451.792236,0
250800,0.078021,3451.791992,0
250900,0.071780,3248.141602,0
251000,0.066037,3471.909668,0
251100,0.066037,3471.909912,0
251200,0.060754,3471.909668,0
251300,0.055894,3201.614990,0
251400,0.051422,3451.792236,0
251500,0.047309,3471.909668,0
251600,0.043524,3451.792236,0
251700,0.040042,2977.846680,0
251800,0.036839,3471.909912,0
251900,0.033892,3248.141602,0
252000,0.031180,3201.615234,0
252100,0.028686,3248.141602,0
252200,0.026391,3248.141602,0
252300,0.024280,3201.614746,0
252400,0.022337,3201.614990,0
252500,0.020550,3248.141602,0
252600,0.020550,3201.614990,0
252700,0.018906,3451.791992,0
252800,0.017394,3248.141602,0
252900,0.016002,3675.560303,0
253000,0.014722,3471.909668,0
253100,0.013544,2977.846680,0
253200,0.012461,3451.791992,0
253300,0.011464,3675.560303,0
253400,0.010547,3471.909668,0
253500,0.009703,3471.909668,0
253600,0.008927,3451.791992,0
253700,0.008213,3471.909668,0
253800,0.007556,3471.909668,0
253900,0.006951,2977.846680,0
254000,0.006395,3675.560303,0
254100,0.005884,3471.909668,0
254200,0.005884,2977.846680,0
254300,0.005413,3201.614990,0
254400,0.004980,3201.614746,0
254500,0.004581,3201.614746,0
254600,0.004215,3451.791992,0
254700,0.003878,3201.614990,0
254800,0.003567,3201.614746,0
254900,0.003282,3248.141602,0
255000,0.003020,3675.560547,0
255100,0.002778,3248.141602,0
255200,0.002556,3201.614990,0
255300,0.002351,3451.791992,0
255400,0.002163,3471.909668,0
255500,0.001990,3248.141602,0
255600,0.001831,3675.560303,0
255700,0.001831,3201.614990,0
255800,0.001684,3248.141602,0
255900,0.001550,3471.909912,0
256000,0.001426,3248.141602,0
256100,0.001312,2977.846680,0
256200,0.001207,3451.792236,0
256300,0.001110,3201.615234,0
256400,0.001021,3471.909668,0
256500,0.000940,3471.909668,0
256600,0.000864,3201.614990,0
256700,0.000795,3451.792236,0
256800,0.000732,2977.846680,0
256900,0.000673,3201.614990,0
257000,0.000619,3201.615234,0
257100,0.000570,3248.141602,0
257200,0.000570,2977.846680,0
257300,0.000524,3201.615234,0
257400,0.000482,2977.846680,0
257500,0.000444,3471.909912,0
257600,0.000408,3451.792236,0
257700,0.000376,3201.615234,0
257800,0.000345,3201.614990,0
257900,0.000318,3201.614990,0
258000,0.000292,3471.909912,0
258100,0.000269,3471.909912,0
258200,0.000247,3451.792236,0
258300,0.000228,3201.614746,0
258400,0.000209,3471.909668,0
258500,0.000193,3201.614746,0
258600,0.000177,2977.846680,0
258700,0.000163,3248.141602,0
258800,0.000163,2977.846680,0
258900,0.000150,3201.614990,0
259000,0.000138,3201.614990,0
259100,0.000127,3248.141602,0
259200,0.000117,3248.141602,0
259300,0.000108,3451.791992,0
259400,0.000099,3675.560059,0
259500,0.000091,3451.791992,0
259600,0.000084,3471.909668,0
259700,0.000077,3471.909668,0
259800,0.000071,2977.846680,0
259900,0.000065,3201.614990,0
260000,0.000060,3451.791992,0
260100,0.000055,3201.614746,0
260200,0.000051,2977.846680,0
260300,0.000051,3451.791992,0
260400,0.000047,2977.846680,0
260500,0.000043,3248.141602,0
260600,0.000040,3471.909668,0
260700,0.000036,3471.909668,0
260800,0.000033,3248.141602,0
260900,0.000031,3201.614746,0
261000,0.000028,3451.791992,0
261100,0.000026,2977.846680,0
261200,0.000024,2977.846680,0
261300,0.000022,3396.260254,0
261400,0.000020,3201.614990,0
261500,0.000019,3451.791992,0
261600,0.000017,3248.141602,0
261700,0.000016,3248.141602,0
261800,0.000016,3201.614990,0
261900,0.000015,3451.791992,0
262000,0.000013,3675.560059,0
262100,0.000012,3201.614746,0
262200,0.000011,3201.614746,0
262300,0.000010,2977.846680,0
262400,0.000010,3451.791992,0
262500,0.000009,3471.909668,0
262600,0.000008,3248.141602,0
262700,0.000007,3248.141602,0
262800,0.000007,3451.791992,0
262900,0.000006,3471.909668,0
263000,0.000006,3201.614990,0
263100,0.000005,3248.141602,0
263200,0.000005,3675.560303,0
263300,0.000005,3201.614990,0
263400,0.000005,3451.791992,0
263500,0.000004,3242.925049,0
263600,0.000004,2977.846680,0
263700,0.000004,3675.560303,0
263800,0.000003,3201.614746,0
263900,0.000003,3248.141602,0
264000,0.000003,3581.750977,0
264100,0.000003,2977.846680,0
264200,0.000002,3451.791992,0
264300,0.000002,3201.614746,0
264400,0.000002,3201.614746,0
264500,0.000002,2977.846680,0
264600,0.000002,3471.909668,0
264700,0.000002,3201.614746,0
264800,0.000001,3201.614746,0
264900,0.000001,3451.791992,0
265000,0.000001,3248.141602,0
265100,0.000001,3675.560059,0
265200,0.000001,2977.846680,0
265300,0.000001,3248.141602,0
265400,0.000001,2977.846680,0
265500,0.000001,3248.141602,0
265600,0.000001,3201.614746,0
265700,0.000001,2977.846680,0
265800,0.000001,3451.791992,0
265900,0.000001,2977.846680,0
266000,0.000001,3248.141602,0
266100,0.000001,3451.791992,0
266200,0.000000,3201.614746,0
266300,0.000000,2977.846680,0
266400,0.000000,3675.560059,0
266500,0.000000,3451.791992,0
266600,0.000000,3248.141602,0
266700,0.000000,2977.846680,0
266800,0.000000,3248.141602,0
266900,0.000000,3451.791992,0
267000,0.000000,3451.791992,0
267100,0.000000,3471.909668,0
267200,0.000000,3201.614990,0
267300,0.000000,2977.846680,0
267400,0.000000,3201.614990,0
267500,0.000000,3451.791992,0
267600,0.000000,3248.141602,0
267700,0.000000,3471.909668,0
267800,0.000000,3451.791992,0
267900,0.000000,3248.141602,0
268000,0.000000,3248.141602,0
268100,0.000000,3451.791992,0
268200,0.000000,3451.791992,0
268300,0.000000,3451.791992,0
268400,0.000000,3201.614746,0
268500,0.000000,3451.791992,0
268600,0.000000,3471.909668,0
268700,0.000000,3675.560303,0
268800,0.000000,3201.614990,0
268900,0.000000,2977.846680,0
269000,0.000000,2977.846680,0
269100,0.000000,3201.614990,0
269200,0.000000,3201.614990,0
269300,0.000000,3451.791992,0
269400,0.000000,3451.791992,0
269500,0.000000,3201.614990,0
269600,0.000000,3471.909668,0
269700,0.000000,3248.141602,0
269800,0.000000,3471.909668,0
269900,0.000000,3471.909668,0
270000,0.000000,3451.791992,0
270100,0.000000,3201.614746,0
270200,0.000000,3675.560059,0
270300,0.000000,2977.846680,0
270400,0.000000,3675.560059,0
270500,0.000000,3451.791992,0
270600,0.000000,3248.141602,0
270700,0.000000,3471.909668,0
270800,0.000000,2977.846680,0
270900,0.000000,3471.909668,0
271000,0.000000,3451.791992,0
271100,0.000000,3451.791992,0
271200,0.000000,3230.607666,1
271300,154.000000,3579.653320,0
271400,141.680008,3656.557617,0
271500,130.345612,3829.830322,0
271600,119.917961,3915.547363,0
271700,110.324524,3895.429688,0
271800,101.498566,3915.547363,0
271900,93.378685,3737.795410,0
272000,85.908394,3834.309570,0
272100,79.035721,3645.252686,0
272200,72.712868,3645.252686,0
272300,66.895836,3645.252686,0
272400,61.544170,3645.252686,0
272500,61.544170,3645.252686,0
272600,56.620636,3656.557617,0
272700,52.090984,3579.653320,0
272800,47.923706,3737.795410,0
272900,44.089809,3915.547363,0
273000,40.562626,3645.252686,0
273100,37.317616,3915.547363,0
273200,34.332207,3895.429688,0
273300,31.585630,3645.252686,0
273400,29.058781,3737.287598,0
273500,26.734079,3915.547363,0
273600,24.595354,3834.309570,0
273700,22.627726,4007.582520,0
273800,20.817509,3645.252441,0
273900,19.152109,4007.582520,0
274000,19.152109,3895.429688,0
274100,17.619940,3645.252441,0
274200,16.210344,3834.309570,0
274300,14.913517,4007.582520,0
274400,13.720436,3645.252441,0
274500,12.622802,3722.156738,0
274600,11.612978,3722.156738,0
274700,10.683940,3645.252441,0
274800,9.829225,3645.252441,0
274900,9.042887,3737.794922,0
275000,8.319456,3656.557129,0
275100,7.653900,3645.252441,0
275200,7.041588,3645.252441,0
275300,6.478261,3645.252441,0
275400,5.960000,3834.309570,0
275500,5.483200,3645.252441,0
275600,5.483200,4007.582520,0
275700,5.044544,3579.652832,0
275800,4.640981,3645.252441,0
275900,4.269702,3645.252441,0
276000,3.928126,3915.547363,0
276100,3.613876,3829.830078,0
276200,3.324766,3895.429688,0
276300,3.058785,3656.557129,0
276400,2.814082,3645.252441,0
276500,2.588956,3834.309570,0
276600,2.381840,3737.287598,0
276700,2.191292,3829.830078,0
276800,2.015989,3722.156738,0
276900,1.854710,3645.252441,0
277000,1.706333,3915.547363,0
277100,1.706333,3579.652832,0
277200,1.569826,3915.547363,0
277300,1.444240,3656.557129,0
277400,1.328701,3656.557617,0
277500,1.222405,3737.287598,0
277600,1.124613,3722.156738,0
277700,1.034644,3645.252686,0
277800,0.951872,3895.429688,0
277900,0.875722,3645.252686,0
278000,0.805665,3645.252686,0
278100,0.741211,3656.557617,0
278200,0.681915,3579.653320,0
278300,0.627361,3915.547363,0
278400,0.577173,3722.156738,0
278500,0.530999,3645.252686,0
278600,0.530999,3579.652832,0
278700,0.488519,3737.794922,0
278800,0.449437,3645.252441,0
278900,0.413482,3737.794922,0
279000,0.380404,4007.582520,0
279100,0.349971,4007.582520,0
279200,0.321974,3915.547363,0
279300,0.296216,3895.429688,0
279400,0.272519,3722.156738,0
279500,0.250717,3645.252441,0
279600,0.230660,3829.830078,0
279700,0.212207,3834.309570,0
279800,0.195230,3645.252441,0
279900,0.179612,3645.252441,0
280000,0.165243,4007.582520,0
280100,0.165243,4007.582520,0
280200,0.152024,3645.252441,0
280300,0.139862,3722.156738,0
280400,0.128673,3834.309570,0
280500,0.118379,3645.252441,0
280600,0.108909,4007.582520,0
280700,0.100196,3645.252441,0
280800,0.092180,3645.252441,0
280900,0.084806,3645.252441,0
281000,0.078021,3722.156738,0
281100,0.071780,3645.252441,0
281200,0.066037,3656.557129,0
281300,0.060754,4007.582520,0
281400,0.055894,3737.287598,0
281500,0.051422,3645.252441,0
281600,0.047309,3645.252441,0
281700,0.047309,3722.156738,0
281800,0.043524,3722.156738,0
281900,0.040042,3645.252441,0
282000,0.036839,3829.830078,0
282100,0.033892,3834.309570,0
282200,0.031180,3829.830078,0
282300,0.028686,3915.547363,0
282400,0.026391,3645.252441,0
282500,0.024280,3895.429688,0
282600,0.022337,4007.582520,0
282700,0.020550,3645.252441,0
282800,0.018906,3645.252441,0
282900,0.017394,3645.252441,0
283000,0.016002,3737.795410,0
283100,0.014722,3737.287598,0
283200,0.014722,3737.795410,0
283300,0.013544,3895.429688,0
283400,0.012461,3656.557617,0
283500,0.011464,3645.252441,0
283600,0.010547,3579.652832,0
283700,0.009703,3915.547363,0
283800,0.008927,3895.429688,0
283900,0.008213,3737.287598,0
284000,0.007556,3737.287598,0
284100,0.006951,3722.156738,0
284200,0.006395,3722.156738,0
284300,0.005884,3645.252441,0
284400,0.005413,3579.652832,0
284500,0.004980,3834.309570,0
284600,0.004581,3645.252441,0
284700,0.004581,3645.252441,0
284800,0.004215,3645.252441,0
284900,0.003878,4007.582520,0
285000,0.003567,3737.287598,0
285100,0.003282,3915.547363,0
285200,0.003020,3829.830078,0
285300,0.002778,3645.252441,0
285400,0.002556,3915.547363,0
285500,0.002351,3915.547363,0
285600,0.002163,3645.252441,0
285700,0.001990,3579.652832,0
285800,0.001831,3645.252441,0
285900,0.001684,3645.252441,0
286000,0.001550,3915.547363,0
286100,0.001426,4007.582520,0
286200,0.001312,3645.252441,0
286300,0.001312,4007.582520,0
286400,0.001207,3915.547363,0
286500,0.001110,4007.582520,0
286600,0.001021,3895.429688,0
286700,0.000940,3834.309570,0
286800,0.000864,3645.252441,0
286900,0.000795,3656.557129,0
287000,0.000732,3645.252441,0
287100,0.000673,3915.547363,0
287200,0.000619,3829.830078,0
287300,0.000570,3915.547363,0
287400,0.000524,3645.252441,0
287500,0.000482,3737.794922,0
287600,0.000444,3737.794922,0
287700,0.000408,3722.156738,0
287800,0.000408,3737.794922,0
287900,0.000376,3645.252441,0
288000,0.000345,3645.252441,0
288100,0.000318,3737.287598,0
288200,0.000292,3645.252441,0
288300,0.000269,3895.429688,0
288400,0.000247,3737.287598,0
288500,0.000228,3737.794922,0
288600,0.000209,3895.429688,0
288700,0.000193,3737.794922,0
288800,0.000177,3895.429688,0
288900,0.000163,3737.287598,0
289000,0.000150,3645.252441,0
289100,0.000138,3915.547363,0
289200,0.000127,3645.252441,0
289300,0.000127,3645.252441,0
289400,0.000117,3656.557129,0
289500,0.000108,3579.652832,0
289600,0.000099,3722.156738,0
289700,0.000091,3645.252441,0
289800,0.000084,3645.252441,0
289900,0.000077,3915.547363,0
290000,0.000071,3645.252441,0
290100,0.000065,3834.309570,0
290200,0.000060,3834.309570,0
290300,0.000055,3737.794922,0
290400,0.000051,3737.287598,0
290500,0.000047,3915.547363,0
290600,0.000043,3722.156738,0
290700,0.000040,3834.309570,0
290800,0.000040,3834.309570,0
290900,0.000036,3579.652832,0
291000,0.000033,3645.252441,0
291100,0.000031,3737.794922,0
291200,0.000028,3645.252441,0
291300,0.000026,3737.794922,0
291400,0.000024,3834.309570,0
291500,0.000022,3722.156738,0
291600,0.000020,3645.252441,0
291700,0.000019,4007.582520,0
291800,0.000017,3829.830078,0
291900,0.000016,3645.252441,0
292000,0.000015,3645.252441,0
292100,0.000013,3645.252441,0
292200,0.000012,3737.287598,0
292300,0.000011,3915.547363,0
292400,0.000011,3645.252441,0
292500,0.000010,3834.309570,0
292600,0.000010,3834.309570,0
292700,0.000009,3737.794922,0
292800,0.000008,3915.547363,0
292900,0.000007,3737.287598,0
293000,0.000007,3645.252441,0
293100,0.000006,4007.582520,0
293200,0.000006,3737.794922,0
293300,0.000005,3737.287598,0
293400,0.000005,3656.557129,0
293500,0.000005,3579.652832,0
293600,0.000004,3829.830078,0
293700,0.000004,3645.252441,0
293800,0.000004,3645.252441,0
293900,0.000004,3737.287598,0
294000,0.000003,3915.547363,0
294100,0.000003,3645.252441,0
294200,0.000003,3737.287598,0
294300,0.000003,3645.252441,0
294400,0.000002,3829.830078,0
294500,0.000002,3737.794922,0
294600,0.000002,3645.252441,0
294700,0.000002,3645.252441,0
294800,0.000002,3645.252441,0
294900,0.000002,3656.557129,0
295000,0.000001,3645.252441,0
295100,0.000001,3645.252441,0
295200,0.000001,3915.547363,0
295300,0.000001,3722.156738,0
295400,0.000001,3722.156738,0
295500,0.000001,3895.429688,0
295600,0.000001,3579.652832,0
295700,0.000001,3737.794922,0
295800,0.000001,4007.582520,0
295900,0.000001,3645.252441,0
296000,0.000001,4007.582520,0
296100,0.000001,3834.309570,0
296200,0.000001,3645.252441,0
296300,0.000001,3645.252441,0
296400,0.000000,3579.652832,0
296500,0.000000,3645.252441,0
296600,0.000000,3645.252441,0
296700,0.000000,3895.429688,0
296800,0.000000,3645.252441,0
296900,0.000000,3737.287598,0
297000,0.000000,3579.652832,0
297100,0.000000,3915.547363,0
297200,0.000000,3656.557129,0
297300,0.000000,3645.252441,0
297400,0.000000,3834.309570,0
297500,0.000000,3645.252441,0
297600,0.000000,4007.582520,0
297700,0.000000,4007.582520,0
297800,0.000000,3722.156738,0
297900,0.000000,3645.252441,0
298000,0.000000,3645.252441,0
298100,0.000000,3645.252441,0
298200,0.000000,3645.252441,0
298300,0.000000,3645.252441,0
298400,0.000000,3645.252441,0
298500,0.000000,4007.582520,0
298600,0.000000,3737.287598,0
298700,0.000000,3656.557129,0
298800,0.000000,3645.252441,0
298900,0.000000,3645.252441,0
299000,0.000000,3834.309570,0
299100,0.000000,3645.252441,0
299200,0.000000,3579.652832,0
299300,0.000000,3656.557129,0
299400,0.000000,3645.252441,0
299500,0.000000,3915.547363,0
299600,0.000000,3722.156738,0
299700,0.000000,3829.830078,0
299800,0.000000,3737.794922,0
299900,0.000000,4007.582520,0
300000,0.000000,3737.794922,0
300100,0.000000,3645.252441,0
300200,0.000000,3834.309570,0
300300,0.000000,3645.252441,0
300400,0.000000,4007.582520,0
300500,0.000000,3834.309570,0
300600,0.000000,3834.309570,0
300700,0.000000,3645.252441,0
300800,0.000000,3645.252441,0
300900,0.000000,4007.582520,0
301000,0.000000,3645.252441,0
301100,0.000000,3645.252441,0
301200,0.000000,3737.794922,0
301300,0.000000,3395.053711,1
301400,154.000000,3355.313721,0
301500,141.680008,3700.833984,0
301600,130.345612,3700.833984,0
301700,119.917961,3700.833984,0
301800,110.324524,3700.833984,0
301900,110.324524,3700.833984,0
302000,101.498566,3700.833984,0
302100,93.378685,3700.833984,0
302200,85.908394,3700.833984,0
302300,79.035721,3700.833984,0
302400,72.712868,3700.833984,0
302500,66.895836,3700.833984,0
302600,61.544170,3700.833984,0
302700,56.620636,3700.833984,0
302800,52.090984,3700.833984,0
302900,47.923706,3392.010742,0
303000,44.089809,3392.010742,0
303100,40.562626,3392.010742,0
303200,37.317616,3392.010742,0
303300,34.332207,3392.010742,0
303400,31.585630,3392.010742,0
303500,31.585630,3392.010742,0
303600,29.058781,3392.010742,0
303700,26.734079,3392.010742,0
303800,24.595354,3392.010742,0
303900,22.627726,3392.010742,0
304000,20.817509,3392.010742,0
304100,19.152109,3392.010742,0
304200,17.619940,3392.010742,0
304300,16.210344,3392.010742,0
304400,14.913517,3392.010742,0
304500,13.720436,3392.010742,0
304600,12.622802,3392.010742,0
304700,11.612978,3392.010742,0
304800,10.683940,3392.010742,0
304900,9.829225,3392.010742,0
305000,9.829225,3392.010742,0
305100,9.042887,3392.010742,0
305200,8.319456,3392.010742,0
305300,7.653900,3392.010742,0
305400,7.041588,3392.010742,0
305500,6.478261,3392.010742,0
305600,5.960000,3392.010742,0
305700,5.483200,3392.010742,0
305800,5.044544,3392.010742,0
305900,4.640981,3392.010742,0
306000,4.269702,3392.010742,0
306100,3.928126,3392.010742,0
306200,3.613876,3392.010742,0
306300,3.324766,3392.010742,0
306400,3.058785,3392.010742,0
306500,3.058785,3392.010742,0
306600,2.814082,3392.010742,0
306700,2.588956,3392.010742,0
306800,2.381840,3392.010742,0
306900,2.191292,3392.010742,0
307000,2.015989,3392.010742,0
307100,1.854710,3392.010742,0
307200,1.706333,3392.010742,0
307300,1.569826,3392.010742,0
307400,1.444240,3392.010742,0
307500,1.328701,3392.010742,0
307600,1.222405,3392.010742,0
307700,1.124613,3392.010742,0
307800,1.034644,3392.010742,0
307900,0.951872,3392.010742,0
308000,0.875722,3392.010742,0
308100,0.875722,3392.010742,0
308200,0.805665,3392.010742,0
308300,0.741211,3392.010742,0
308400,0.681915,3392.010742,0
308500,0.627361,3392.010742,0
308600,0.577173,3392.010742,0
308700,0.530999,3392.010742,0
308800,0.488519,3392.010742,0
308900,0.449437,3392.010742,0
309000,0.413482,3392.010742,0
309100,0.380404,3392.010742,0
309200,0.349971,3392.010742,0
309300,0.321974,3392.010742,0
309400,0.296216,3392.010742,0
309500,0.272519,3392.010742,0
309600,0.272519,3392.010742,0
309700,0.250717,3392.010742,0
309800,0.230660,3392.010742,0
309900,0.212207,3392.010742,0
310000,0.195230,3392.010742,0
310100,0.179612,3392.010742,0
310200,0.165243,3392.010742,0
310300,0.152024,3392.010742,0
310400,0.139862,3392.010742,0
310500,0.128673,3392.010742,0
310600,0.118379,3392.010742,0
310700,0.108909,3392.010742,0
310800,0.100196,3392.010742,0
